time,EUR_JPY_Bid,EUR_JPY_Ask,,time,GBP_JPY_Bid,GBP_JPY_Ask
90324,118.735,118.795,,74750,157.73,157.808
90334,118.738,118.793,,74760,157.739,157.813
90345,118.742,118.804,,74770,157.73,157.821
90358,118.733,118.801,,74781,157.709,157.801
90372,118.73,118.791,,74791,157.685,157.77
90384,118.754,118.806,,74801,157.707,157.793
90395,118.752,118.8,,74814,157.676,157.763
90410,118.758,118.815,,74830,157.684,157.78
90423,118.751,118.812,,74840,157.702,157.8
90433,118.711,118.789,,74850,157.694,157.796
90443,118.712,118.78,,74860,157.719,157.814
90453,118.693,118.754,,74870,157.722,157.828
90463,118.66,118.736,,74881,157.813,157.876
90473,118.557,118.624,,74893,157.785,157.88
90483,118.483,118.562,,74903,157.778,157.865
90500,118.482,118.528,,74917,157.807,157.896
90511,118.473,118.549,,74927,157.785,157.876
90521,118.439,118.522,,74937,157.782,157.873
90531,118.467,118.551,,74947,157.784,157.876
90543,118.459,118.524,,74957,157.811,157.899
90554,118.495,118.558,,74969,157.814,157.896
90564,118.413,118.491,,74979,157.849,157.918
90574,118.432,118.5,,74992,157.87,157.939
90587,118.501,118.557,,75006,157.819,157.903
90597,118.535,118.584,,75017,157.816,157.905
90607,118.512,118.562,,75027,157.829,157.895
90617,118.51,118.564,,75039,157.759,157.853
90627,118.476,118.546,,75049,157.721,157.806
90637,118.483,118.539,,75062,157.746,157.834
90647,118.49,118.546,,75079,157.696,157.811
90657,118.475,118.531,,75089,157.775,157.867
90671,118.465,118.544,,75099,157.731,157.826
90681,118.473,118.542,,75109,157.813,157.918
90691,118.509,118.579,,75132,157.844,157.938
90704,118.464,118.538,,75149,157.846,157.922
90714,118.456,118.525,,75160,157.812,157.913
90724,118.441,118.526,,75173,157.813,157.917
90734,118.401,118.476,,75184,157.81,157.903
90744,118.455,118.504,,75195,157.81,157.891
90755,118.466,118.514,,75205,157.835,157.892
90765,118.477,118.541,,75223,157.842,157.906
90775,118.475,118.541,,75234,157.861,157.952
90785,118.513,118.58,,75245,157.885,157.981
90797,118.498,118.568,,75256,157.835,157.917
90807,118.512,118.571,,75267,157.767,157.85
90822,118.544,118.613,,75279,157.779,157.867
90838,118.503,118.564,,75289,157.727,157.803
90848,118.482,118.547,,75299,157.619,157.719
90861,118.447,118.506,,75309,157.55,157.655
90871,118.424,118.497,,75321,157.555,157.666
90885,118.416,118.483,,75333,157.577,157.684
90895,118.42,118.478,,75343,157.609,157.695
90913,118.419,118.483,,75357,157.599,157.689
90925,118.438,118.505,,75379,157.669,157.751
90935,118.453,118.514,,75392,157.672,157.747
90962,118.451,118.504,,75411,157.684,157.783
90972,118.398,118.453,,75421,157.694,157.788
90982,118.37,118.425,,75433,157.692,157.791
90992,118.373,118.423,,75443,157.668,157.775
91002,118.38,118.428,,75456,157.701,157.809
91012,118.338,118.402,,75483,157.693,157.798
91023,118.343,118.41,,75511,157.71,157.812
91039,118.325,118.394,,75527,157.684,157.781
91050,118.338,118.404,,75550,157.697,157.8
91061,118.347,118.42,,75560,157.797,157.904
91073,118.347,118.403,,75573,157.794,157.902
91083,118.36,118.406,,75587,157.783,157.904
91094,118.345,118.401,,75597,157.82,157.947
91107,118.384,118.442,,75615,157.836,157.956
91117,118.43,118.482,,75625,157.866,158.005
91127,118.433,118.49,,75635,157.875,157.993
91138,118.405,118.46,,75646,157.876,157.99
91151,118.388,118.445,,75656,157.83,157.946
91163,118.396,118.447,,75669,157.837,157.955
91178,118.35,118.404,,75679,157.84,157.957
91193,118.374,118.438,,75690,157.821,157.948
91205,118.386,118.44,,75700,157.853,157.993
91219,118.383,118.429,,75710,157.932,158.045
91236,118.409,118.465,,75720,157.923,158.032
91246,118.424,118.483,,75730,157.944,158.04
91256,118.439,118.497,,75740,157.931,158.038
91266,118.491,118.55,,75750,157.931,158.041
91276,118.642,118.73,,75761,157.941,158.051
91289,118.667,118.733,,75771,157.967,158.06
91299,118.651,118.719,,75793,157.98,158.04
91310,118.753,118.815,,75803,157.935,158.033
91320,118.806,118.862,,75816,157.937,158.027
91330,118.949,119.033,,75826,157.927,158.033
91342,119.014,119.079,,75837,157.925,158.03
91352,118.973,119.039,,75871,157.935,158.036
91363,118.944,118.994,,75886,157.968,158.05
91374,118.896,118.955,,75896,157.98,158.061
91385,118.744,118.812,,75910,157.979,158.054
91401,118.697,118.766,,75920,157.979,158.073
91411,118.661,118.729,,75937,157.954,158.051
91421,118.629,118.695,,75947,157.95,158.044
91431,118.616,118.68,,75957,157.891,157.997
91441,118.593,118.658,,75967,157.814,157.941
91451,118.577,118.629,,75977,157.685,157.829
91461,118.549,118.607,,75987,157.599,157.709
91471,118.688,118.747,,75999,157.64,157.751
91485,118.647,118.699,,76013,157.68,157.801
91503,118.661,118.713,,76023,157.71,157.828
91513,118.697,118.756,,76035,157.716,157.843
91525,118.696,118.75,,76050,157.701,157.822
91536,118.691,118.742,,76060,157.787,157.904
91547,118.662,118.719,,76070,157.796,157.917
91557,118.67,118.721,,76080,157.805,157.916
91567,118.696,118.751,,76090,157.834,157.938
91579,118.693,118.76,,76100,157.87,157.97
91590,118.678,118.741,,76111,157.862,157.963
91602,118.647,118.706,,76121,157.858,157.963
91612,118.654,118.715,,76131,157.823,157.93
91624,118.672,118.721,,76142,157.826,157.936
91641,118.69,118.736,,76167,157.82,157.913
91660,118.707,118.765,,76177,157.837,157.944
91672,118.695,118.758,,76189,157.771,157.896
91682,118.723,118.776,,76202,157.761,157.886
91692,118.723,118.77,,76214,157.702,157.837
91703,118.704,118.757,,76227,157.692,157.84
91713,118.728,118.793,,76240,157.709,157.842
91723,118.757,118.819,,76250,157.706,157.832
91735,118.75,118.802,,76262,157.704,157.822
91751,118.768,118.819,,76273,157.729,157.857
91762,118.837,118.893,,76287,157.762,157.89
91773,118.921,118.977,,76297,157.77,157.902
91783,119.022,119.086,,76308,157.785,157.891
91793,118.981,119.043,,76320,157.753,157.878
91804,118.999,119.044,,76330,157.763,157.879
91814,119.08,119.149,,76340,157.76,157.863
91824,119.104,119.155,,76350,157.776,157.894
91834,119.154,119.217,,76374,157.788,157.899
91844,119.273,119.343,,76384,157.801,157.897
91854,119.337,119.388,,76395,157.784,157.886
91864,119.471,119.548,,76409,157.768,157.887
91874,119.521,119.595,,76422,157.782,157.911
91884,119.429,119.494,,76432,157.794,157.909
91894,119.374,119.427,,76442,157.786,157.901
91904,119.348,119.405,,76452,157.802,157.875
91914,119.34,119.397,,76462,157.816,157.948
91924,119.227,119.306,,76472,157.858,158.005
91934,119.232,119.291,,76484,157.811,157.955
91945,119.246,119.29,,76494,157.811,157.906
91955,119.22,119.268,,76504,157.813,157.914
91965,119.174,119.232,,76514,157.801,157.903
91975,119.188,119.245,,76534,157.762,157.9
91996,119.066,119.131,,76549,157.776,157.878
92006,119.024,119.086,,76559,157.773,157.866
92016,118.96,119.018,,76588,157.768,157.881
92026,118.924,118.984,,76600,157.779,157.861
92036,118.891,118.958,,76611,157.754,157.854
92046,118.893,118.947,,76624,157.678,157.81
92056,118.913,118.978,,76634,157.669,157.804
92067,118.904,118.954,,76650,157.682,157.81
92078,118.83,118.9,,76661,157.714,157.814
92088,118.771,118.838,,76672,157.706,157.81
92099,118.665,118.73,,76683,157.711,157.82
92110,118.609,118.667,,76709,157.698,157.821
92121,118.609,118.674,,76725,157.669,157.809
92131,118.465,118.519,,76742,157.72,157.839
92141,118.204,118.291,,76752,157.735,157.852
92151,118.338,118.421,,76763,157.742,157.854
92161,118.408,118.487,,76773,157.729,157.843
92171,118.484,118.555,,76783,157.731,157.837
92181,118.631,118.7,,76796,157.742,157.858
92191,118.58,118.651,,76823,157.751,157.852
92201,118.503,118.575,,76835,157.737,157.834
92211,118.275,118.339,,76845,157.729,157.825
92221,118.356,118.434,,76860,157.705,157.821
92231,118.33,118.388,,76873,157.678,157.794
92241,118.356,118.434,,76885,157.723,157.855
92251,118.375,118.447,,76895,157.724,157.845
92261,118.404,118.482,,76906,157.745,157.852
92271,118.19,118.267,,76917,157.726,157.834
92281,118.281,118.371,,76927,157.778,157.935
92291,118.329,118.407,,76937,157.809,157.952
92301,118.334,118.401,,76947,157.827,157.969
92311,118.43,118.528,,76957,157.881,157.997
92321,118.434,118.516,,76971,157.939,158.069
92331,118.42,118.485,,76981,157.929,158.085
92347,118.451,118.524,,76991,157.447,157.639
92357,118.474,118.504,,77001,157.61,157.814
92367,118.395,118.47,,77011,157.65,157.856
92377,118.168,118.263,,77022,157.741,157.947
92387,118.007,118.104,,77032,157.815,158.015
92397,118.004,118.038,,77042,157.808,158.009
92407,118.047,118.135,,77052,157.915,158.1
92417,118.047,118.134,,77062,157.905,158.091
92427,118.142,118.219,,77072,157.94,158.117
92437,117.97,118.048,,77082,157.926,158.104
92447,117.967,118.013,,77092,157.888,158.067
92457,117.567,117.642,,77102,157.951,158.156
92467,117.253,117.355,,77112,157.978,158.162
92477,117.229,117.331,,77126,157.95,158.127
92487,117.281,117.383,,77142,157.949,158.149
92497,117.362,117.464,,77155,157.983,158.184
92507,117.422,117.524,,77171,157.995,158.201
92517,117.682,117.784,,77183,157.998,158.204
92527,117.537,117.639,,77195,157.981,158.187
92537,117.425,117.526,,77205,157.939,158.145
92547,117.171,117.264,,77216,157.981,158.187
92557,117.111,117.202,,77227,158.027,158.195
92567,117.079,117.151,,77237,158.043,158.186
92577,117.037,117.108,,77247,158.008,158.196
92587,116.917,116.998,,77263,158.034,158.24
92598,116.924,117.026,,77274,158.084,158.29
92608,116.889,116.991,,77285,158.149,158.319
92618,116.874,116.976,,77295,158.087,158.293
92628,116.66,116.762,,77306,158.133,158.339
92638,116.703,116.805,,77316,158.067,158.273
92648,116.622,116.715,,77326,158.165,158.371
92658,116.711,116.793,,77336,158.11,158.316
92668,116.536,116.638,,77348,158.095,158.301
92678,116.274,116.372,,77362,158.165,158.371
92688,116.145,116.245,,77372,158.127,158.333
92698,116.079,116.181,,77382,158.101,158.307
92708,116.009,116.111,,77392,158.013,158.219
92718,115.96,116.062,,77403,158.066,158.272
92728,115.754,115.856,,77413,158.081,158.287
92738,115.631,115.733,,77423,158.103,158.309
92748,115.624,115.726,,77433,157.839,158.045
92758,115.603,115.705,,77443,157.802,157.992
92768,115.605,115.707,,77453,157.825,158.031
92778,115.792,115.894,,77463,157.782,157.987
92788,117.337,117.439,,77475,157.754,157.96
92798,116.619,116.721,,77485,157.737,157.931
92808,116.786,116.888,,77495,157.64,157.846
92818,117.005,117.107,,77505,157.671,157.866
92828,116.744,116.846,,77515,157.609,157.815
92838,116.782,116.884,,77527,157.609,157.815
92848,116.676,116.778,,77538,157.564,157.77
92859,116.614,116.716,,77548,157.603,157.809
92869,116.652,116.754,,77558,157.614,157.82
92880,116.705,116.807,,77568,157.685,157.891
92890,116.691,116.793,,77578,157.594,157.8
92900,116.46,116.562,,77588,157.617,157.823
92910,116.516,116.618,,77598,157.7,157.906
92920,116.692,116.794,,77608,157.788,157.994
92931,116.71,116.812,,77618,157.923,158.129
92941,116.749,116.851,,77628,157.834,158.04
92951,116.752,116.854,,77638,157.861,158.067
92961,116.795,116.897,,77648,157.818,158.024
92971,116.811,116.913,,77658,157.839,158.045
92981,116.926,117.028,,77668,157.878,158.084
92991,116.909,117.006,,77678,157.713,157.919
93002,116.931,117.033,,77688,157.672,157.878
93012,116.952,117.054,,77698,157.76,157.966
93022,116.907,117.009,,77708,157.775,157.981
93033,116.904,117.006,,77718,157.76,157.966
93043,116.908,117.01,,77729,157.746,157.952
93053,116.858,116.96,,77739,157.826,158.032
93063,116.821,116.923,,77749,157.756,157.962
93073,116.788,116.89,,77760,157.79,157.996
93083,116.821,116.923,,77770,157.61,158.016
93094,116.752,116.854,,77780,157.698,158.104
93104,116.796,116.891,,77832,157.732,158.138
93114,116.735,116.837,,77844,157.208,157.414
93124,116.598,116.7,,77855,156.943,157.349
93134,116.512,116.614,,77866,156.572,156.778
93144,116.6,116.702,,77877,156.616,156.822
93154,116.648,116.738,,77887,156.842,157.248
93164,116.702,116.804,,77897,157.735,158.141
93174,116.735,116.837,,77908,157.934,158.34
93185,116.75,116.852,,77918,157.843,158.249
93195,116.665,116.767,,77928,157.773,158.179
93205,116.797,116.899,,77938,158.158,158.564
93216,116.87,116.926,,77949,158.153,158.559
93226,116.887,116.989,,77961,158.046,158.452
93236,116.807,116.909,,77971,158.137,158.543
93246,116.792,116.894,,77983,158.083,158.489
93256,116.792,116.894,,77993,158.027,158.433
93266,116.686,116.788,,78003,158.048,158.454
93276,116.628,116.73,,78014,158.048,158.454
93286,116.579,116.668,,78024,157.897,158.303
93296,116.616,116.718,,78034,157.35,157.756
93306,116.546,116.648,,78044,157.661,158.067
93316,116.48,116.582,,78054,157.686,158.092
93326,116.558,116.66,,78064,157.723,158.129
93336,116.468,116.57,,78075,157.96,158.366
93347,116.397,116.499,,78086,157.826,158.232
93357,116.46,116.562,,78096,157.798,158.204
93367,116.361,116.439,,78106,158.115,158.521
93377,116.382,116.484,,78116,157.914,158.32
93387,116.525,116.627,,78126,158.028,158.434
93397,116.654,116.756,,78136,158.427,158.833
93407,116.569,116.669,,78146,158.274,158.68
93419,116.58,116.681,,78156,158.372,158.778
93429,116.648,116.75,,78168,158.425,158.831
93439,116.815,116.917,,78178,158.532,158.938
93449,116.829,116.931,,78188,158.536,158.942
93459,116.881,116.983,,78198,158.593,158.999
93469,116.903,117.004,,78208,158.653,159.059
93479,116.909,117.011,,78218,158.487,158.893
93489,117.18,117.282,,78228,158.612,159.018
